stock_id,Year,site_id,Common,num_of_year,estimated_weight_kg,years_with_data_count,sampling_method,total_effort_1_units,mean_cpue_from_sum,gdd_wtr_5c,tri_harvest ,stocking_weight
120018495Bluegill,1989,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,23.5,2496.816078,0,0
120018495Bluegill,1990,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2572.206517,0,0
120018495Bluegill,1991,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2719.845467,0,0
120018495Bluegill,1992,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2373.706439,0,0
120018495Bluegill,1993,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2299.376249,0,0
120018495Bluegill,1994,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,3.375,2666.766203,0,0
120018495Bluegill,1995,120018495,Bluegill,2,443.3866746,9,Standard gill net sets,net-night,NA,2607.596023,0,0
120018495Bluegill,1996,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2475.464321,0,0
120018495Bluegill,1997,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2519.183641,0,0
120018495Bluegill,1998,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2910.754608,0,0
120018495Bluegill,1999,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2609.88129,0,0
120018495Bluegill,2000,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,5.166666667,2626.518083,0,0
120018495Bluegill,2001,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2707.490413,0,0
120018495Bluegill,2002,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2565.156211,0,0
120018495Bluegill,2003,120018495,Bluegill,2,248.482996,9,Standard gill net sets,net-night,NA,2655.923442,0,0
120018495Bluegill,2004,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,3.25,2431.154398,0,0
120018495Bluegill,2005,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2750.674022,0,0
120018495Bluegill,2006,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2702.444249,0,0
120018495Bluegill,2007,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2798.489253,0,0
120018495Bluegill,2008,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2467.297254,0,0
120018495Bluegill,2009,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,15.58333333,2359.373147,0,0
120018495Bluegill,2010,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2692.472109,0,0
120018495Bluegill,2011,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2597.737686,0,0
120018495Bluegill,2012,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2651.481885,0,0
120018495Bluegill,2013,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2604.834184,0,0
120018495Bluegill,2014,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,19.14285714,2482.923489,0,0
120018495Bluegill,2015,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2724.690331,0,0
120018495Bluegill,2016,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2824.503731,0,0
120018495Bluegill,2017,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2647.154559,0,0
120018495Bluegill,2018,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2776.179958,0,0
120018495Bluegill,2019,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,9.555555556,2543.882714,0,0
120018495Bluegill,2020,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2632.394876,NA,NA
120018495Bluegill,2021,120018495,Bluegill,2,NA,9,Standard gill net sets,net-night,NA,2824.637065,NA,NA
120018495Largemouth Bass,1980,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2585.423821,0,0
120018495Largemouth Bass,1981,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,0.25,2666.130512,0,0
120018495Largemouth Bass,1982,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2541.830138,0,0
120018495Largemouth Bass,1983,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2659.372091,0,0
120018495Largemouth Bass,1984,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,0.5625,2510.467961,0,0
120018495Largemouth Bass,1985,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2439.595015,0,0
120018495Largemouth Bass,1986,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2604.276414,0,0
120018495Largemouth Bass,1987,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2782.057464,0,0
120018495Largemouth Bass,1988,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2677.093,0,0
120018495Largemouth Bass,1989,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,0.071428571,2496.816078,0,0
120018495Largemouth Bass,1990,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2572.206517,0,0
120018495Largemouth Bass,1991,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2719.845467,0,0
120018495Largemouth Bass,1992,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2373.706439,0,0
120018495Largemouth Bass,1993,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2299.376249,0,0
120018495Largemouth Bass,1994,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,0.333333333,2666.766203,0,0
120018495Largemouth Bass,1995,120018495,Largemouth Bass,2,404.2217293,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2607.596023,0,0
120018495Largemouth Bass,1996,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2475.464321,0,0
120018495Largemouth Bass,1997,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2519.183641,0,0
120018495Largemouth Bass,1998,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2910.754608,0,0
120018495Largemouth Bass,1999,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2609.88129,0,0
120018495Largemouth Bass,2000,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,3.333333333,2626.518083,0,0
120018495Largemouth Bass,2001,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2707.490413,0,0
120018495Largemouth Bass,2002,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2565.156211,0,0
120018495Largemouth Bass,2003,120018495,Largemouth Bass,2,108.4924122,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2655.923442,0,0
120018495Largemouth Bass,2004,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,1.333333333,2431.154398,0,0
120018495Largemouth Bass,2005,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2750.674022,0,0
120018495Largemouth Bass,2006,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2702.444249,0,0
120018495Largemouth Bass,2007,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2798.489253,0,0
120018495Largemouth Bass,2008,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2467.297254,0,0
120018495Largemouth Bass,2009,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2359.373147,0,0
120018495Largemouth Bass,2010,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2692.472109,0,0
120018495Largemouth Bass,2011,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2597.737686,0,0
120018495Largemouth Bass,2012,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2651.481885,0,0
120018495Largemouth Bass,2013,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2604.834184,0,0
120018495Largemouth Bass,2014,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,1.083333333,2482.923489,0,0
120018495Largemouth Bass,2015,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2724.690331,0,0
120018495Largemouth Bass,2016,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2824.503731,0,0
120018495Largemouth Bass,2017,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2647.154559,0,0
120018495Largemouth Bass,2018,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2776.179958,0,0
120018495Largemouth Bass,2019,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,2.75,2543.882714,0,0
120018495Largemouth Bass,2020,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2632.394876,0,0
120018495Largemouth Bass,2021,120018495,Largemouth Bass,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2824.637065,0,0
120018495Yellow Perch,1980,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2585.423821,0,0
120018495Yellow Perch,1981,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,48,2666.130512,0,0
120018495Yellow Perch,1982,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2541.830138,0,0
120018495Yellow Perch,1983,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2659.372091,0,0
120018495Yellow Perch,1984,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,70.375,2510.467961,0,0
120018495Yellow Perch,1985,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2439.595015,0,0
120018495Yellow Perch,1986,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2604.276414,0,0
120018495Yellow Perch,1987,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2782.057464,0,0
120018495Yellow Perch,1988,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2677.093,0,0
120018495Yellow Perch,1989,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,52.5,2496.816078,0,0
120018495Yellow Perch,1990,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2572.206517,0,0
120018495Yellow Perch,1991,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2719.845467,0,0
120018495Yellow Perch,1992,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2373.706439,0,0
120018495Yellow Perch,1993,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2299.376249,0,0
120018495Yellow Perch,1994,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,63.25,2666.766203,0,0
120018495Yellow Perch,1995,120018495,Yellow Perch,2,168.6212641,9,Standard gill net sets,net-night,NA,2607.596023,0,0
120018495Yellow Perch,1996,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2475.464321,0,0
120018495Yellow Perch,1997,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2519.183641,0,0
120018495Yellow Perch,1998,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2910.754608,0,0
120018495Yellow Perch,1999,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2609.88129,0,0
120018495Yellow Perch,2000,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,53.41666667,2626.518083,0,0
120018495Yellow Perch,2001,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2707.490413,0,0
120018495Yellow Perch,2002,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2565.156211,0,0
120018495Yellow Perch,2003,120018495,Yellow Perch,2,23.40662459,9,Standard gill net sets,net-night,NA,2655.923442,0,0
120018495Yellow Perch,2004,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,32.5,2431.154398,0,0
120018495Yellow Perch,2005,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2750.674022,0,0
120018495Yellow Perch,2006,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2702.444249,0,0
120018495Yellow Perch,2007,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2798.489253,0,0
120018495Yellow Perch,2008,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2467.297254,0,0
120018495Yellow Perch,2009,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,23.33333333,2359.373147,0,0
120018495Yellow Perch,2010,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2692.472109,0,0
120018495Yellow Perch,2011,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2597.737686,0,0
120018495Yellow Perch,2012,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2651.481885,0,0
120018495Yellow Perch,2013,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2604.834184,0,0
120018495Yellow Perch,2014,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,24.28571429,2482.923489,0,0
120018495Yellow Perch,2015,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2724.690331,0,0
120018495Yellow Perch,2016,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2824.503731,0,0
120018495Yellow Perch,2017,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2647.154559,0,0
120018495Yellow Perch,2018,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2776.179958,0,0
120018495Yellow Perch,2019,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,49.11111111,2543.882714,0,0
120018495Yellow Perch,2020,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2632.394876,NA,NA
120018495Yellow Perch,2021,120018495,Yellow Perch,2,NA,9,Standard gill net sets,net-night,NA,2824.637065,NA,NA
120018495Black Crappie,1980,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2585.423821,0,0
120018495Black Crappie,1981,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,3.833333333,2666.130512,0,0
120018495Black Crappie,1982,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2541.830138,0,0
120018495Black Crappie,1983,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2659.372091,0,0
120018495Black Crappie,1984,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,3.125,2510.467961,0,0
120018495Black Crappie,1985,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2439.595015,0,0
120018495Black Crappie,1986,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2604.276414,0,0
120018495Black Crappie,1987,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2782.057464,0,0
120018495Black Crappie,1988,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2677.093,0,0
120018495Black Crappie,1989,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,2,2496.816078,0,0
120018495Black Crappie,1990,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2572.206517,0,0
120018495Black Crappie,1991,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2719.845467,0,0
120018495Black Crappie,1992,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2373.706439,0,0
120018495Black Crappie,1993,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2299.376249,0,0
120018495Black Crappie,1994,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,0.625,2666.766203,0,0
120018495Black Crappie,1995,120018495,Black Crappie,2,12.6470025,9,Standard gill net sets,net-night,NA,2607.596023,0,0
120018495Black Crappie,1996,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2475.464321,0,0
120018495Black Crappie,1997,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2519.183641,0,0
120018495Black Crappie,1998,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2910.754608,0,0
120018495Black Crappie,1999,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2609.88129,0,0
120018495Black Crappie,2000,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,2.083333333,2626.518083,0,0
120018495Black Crappie,2001,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2707.490413,0,0
120018495Black Crappie,2002,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2565.156211,0,0
120018495Black Crappie,2003,120018495,Black Crappie,2,529.3210644,9,Standard gill net sets,net-night,NA,2655.923442,0,0
120018495Black Crappie,2004,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,0.083333333,2431.154398,0,0
120018495Black Crappie,2005,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2750.674022,0,0
120018495Black Crappie,2006,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2702.444249,0,0
120018495Black Crappie,2007,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2798.489253,0,0
120018495Black Crappie,2008,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2467.297254,0,0
120018495Black Crappie,2009,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,0.333333333,2359.373147,0,0
120018495Black Crappie,2010,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2692.472109,0,0
120018495Black Crappie,2011,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2597.737686,0,0
120018495Black Crappie,2012,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2651.481885,0,0
120018495Black Crappie,2013,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2604.834184,0,0
120018495Black Crappie,2014,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,2.857142857,2482.923489,0,0
120018495Black Crappie,2015,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2724.690331,0,0
120018495Black Crappie,2016,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2824.503731,0,0
120018495Black Crappie,2017,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2647.154559,0,0
120018495Black Crappie,2018,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2776.179958,0,0
120018495Black Crappie,2019,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,0.888888889,2543.882714,0,0
120018495Black Crappie,2020,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2632.394876,0,0
120018495Black Crappie,2021,120018495,Black Crappie,2,NA,9,Standard gill net sets,net-night,NA,2824.637065,NA,NA
120018495Walleye,1980,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2585.423821,0,0
120018495Walleye,1981,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,9.333333333,2666.130512,0,0
120018495Walleye,1982,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2541.830138,0,0
120018495Walleye,1983,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2659.372091,0,0
120018495Walleye,1984,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,3.75,2510.467961,0,0
120018495Walleye,1985,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2439.595015,0,0
120018495Walleye,1986,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2604.276414,0,0
120018495Walleye,1987,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2782.057464,0,0
120018495Walleye,1988,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2677.093,0,0
120018495Walleye,1989,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,3.25,2496.816078,0,0
120018495Walleye,1990,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2572.206517,0,0
120018495Walleye,1991,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2719.845467,0,0
120018495Walleye,1992,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2373.706439,0,0
120018495Walleye,1993,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2299.376249,0,0
120018495Walleye,1994,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,11.875,2666.766203,0,0
120018495Walleye,1995,120018495,Walleye,2,1520.278151,9,Standard gill net sets,net-night,NA,2607.596023,0,0
120018495Walleye,1996,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2475.464321,0,0
120018495Walleye,1997,120018495,Walleye,2,NA,9,Standard gill net sets,net-night,NA,2519.183641,0,0
